entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	IND01_D16	IND14_D10	MJP	IND01_D17	IND20_D11	EDF	IND05_D11	IND14_D12	IND06_D06	IND18_D02	IND06_D04	IND08_D01	IND12_D03	IND06_D12	IND04_D10	IND19_D12	SEP	IND12_D07	IND02_D04	LSSP	IND22_D11	IND24_D13	IND07_D22	IND09_D19	IND10_D01	IND11_D02	IND22_D12	IND11_D01	IND02_D03	IND01_D09	OWORS	IND12_D06	IND07_D10	IND17_D12	IND13_D01	IND14_D14	IND01_D21	IND05_D17	IND24_D11	IND15_D01	IND13_D02	IND10_D04	IND04_D13	IND03_D20	IND03_D15	IND03_D02	IND09_D13	IND26_D13	IND15_D11	IND02_D07	IND12_D13	IND27_D13	IND03_D18	IND24_D01	IND05_D01	IND03_D06	IND10_D17	IND10_D05	IND04_D17	IND05_D05	IND07_D11	IND12_D04	IND01_D01	IND28_D11	IND13_D03	IND03_D10	IND18_D13	IND06_D05	IND13_D07	IND15_D02	IND12_D19	IND02_D14	IND07_D06	IND10_D19	IND01_D15	IND07_D04	IND02_D11	IND09_D12	IND07_D05	IND09_D15	IND09_D16	IND03_D01	IND10_D11	IND25_D01	IND05_D19	IND07_D15	IND13_D06	IND07_D09	IND04_D01	IND05_D21	IND01_D07	IND04_D21	IND26_D01	IND09_D01	IND11_D19	IND11_D06	IND05_D06	IND03_D03	IND03_D22	IND20_D01	IND01_D22	IND07_D17	IND06_D01	IND14_D02	IND25_D11	IND02_D20	IND04_D16	IND06_D13	IND04_D08	IND01_D14	IND03_D04	IND18_D12	IND17_D02	IND18_D11	IND19_D11	IND08_D15	IND06_D17	IND21_D01	IND08_D05	IND12_D02	IND04_D20	IND01_D20	IND01_D19	IND04_D03	IND05_D22	IND12_D10	IND04_D19	IND06_D02	IND16_D16	IND07_D20	IND01_D10	IND12_D01	IND06_D10	IND15_D12	IND01_D18	IND14_D11	IND11_D07	IND05_D02	IND20_D13	IND07_D03	IND01_D05	IND11_D13	IND08_D11	IND08_D03	IND11_D16	IND03_D17	IND10_D14	IND06_D08	IND08_D13	IND34_D13	IND10_D02	IND05_D09	IND03_D21	IND17_D13	IND09_D04	IND04_D22	IND02_D02	IND01_D02	IND05_D04	IND02_D17	IND22_D01	IND08_D09	IND05_D08	IND08_D17	IND27_D11	IND07_D12	IND20_D12	IND08_D07	IND02_D13	IND16_D02	IND07_D02	IND06_D19	IND10_D03	IND06_D22	IND13_D10	IND04_D11	IND18_D01	IND07_D18	IND10_D13	IND14_D13	IND10_D10	IND05_D20	IND06_D20	DUA	IND08_D19	IND15_D16	IND19_D16	IND08_D04	IND11_D11	IND09_D06	IND09_D03	IND11_D03	IND04_D04	IND04_D15	IND02_D05	IND09_D05	IND11_D14	IND09_D20	IND14_D16	IND04_D07	IND05_D07	IND08_D12	IND07_D19	IND11_D10	IND17_D16	IND02_D22	IND08_D18	IND16_D12	IND21_D11	IND06_D07	IND06_D18	IND06_D15	IND05_D15	IND23_D11	IND05_D14	IND08_D20	IND10_D16	IND04_D05	IND10_D07	IND07_D07	IND13_D12	IND09_D07	IND04_D12	IND12_D16	IND08_D14	IND21_D13	IND14_D01	IND02_D16	IND08_D02	IND03_D07	IND16_D11	IND06_D03	IND16_D01	IND02_D09	IND26_D11	IND03_D12	IND07_D13	IND18_D16	IND13_D14	IND07_D16	IND06_D09	IND02_D12	IND03_D08	IND01_D12	IND28_D13	IND04_D18	IND03_D14	IND12_D11	IND07_D14	IND33_D13	IND03_D16	IND05_D13	IND15_D13	IND23_D01	IND01_D08	IND31_D13	IND12_D12	IND13_D11	IND02_D08	IND04_D09	IND19_D13	IND05_D16	IND13_D13	IND22_D13	IND03_D09	IND05_D18	IND23_D13	IND29_D13	IND25_D13	IND08_D16	IND06_D11	IND02_D18	IND30_D13	IND12_D14	IND13_D16	IND06_D16	IND01_D13	IND06_D14	IND16_D13	IND17_D11	IND05_D12	IND21_D12	IND11_D12	IND03_D13	IND32_D13	IND09_D14
EC-10H	31640.000000000007	3345.0	34984.99999999999	52712.99999999999	0	873.0000000000003	130.0	8931.0	452.99999999999994	4771.999999999999	44.999999999999986	0	5277.000000000003	3330.9999999999995	0	5847.000000000001	0	0	0	0	0	0	0	436.0	0	15.999999999999993	0	0	155.99999999999997	0	81.0	0	0	189.00000000000009	3.9999999999999982	131.0	0	0	0	0	0	0	0	0	0	207.99999999999997	0	0	0	145.00000000000003	0	0	0	0	0	119.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	31.999999999999986	0	0	58.00000000000001	0	0	0	86.0	0	0	0	0	0	0	0	0	130.0	0	1.9999999999999991	0	0	44.0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9999999999999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.999999999999986	0	0	0	0	17.000000000000007	0	14.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	29.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-10I	30934.0	2511.9999999999995	33446.0	47478.0	0	845.0	68.0	8422.999999999998	625.0000000000001	8386.000000000002	37.00000000000001	0	2921.0	3988.0000000000005	0	3360.999999999999	0	0	0	0	0	0	0	220.00000000000006	0	5.999999999999999	0	0	102.00000000000001	0	114.99999999999999	0	0	124.0	0.9999999999999999	82.00000000000003	0	0	0	0	0	0	0	0	0	200.99999999999994	0	0	0	313.99999999999994	0	0	0	0	0	817.9999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	14.999999999999998	0	0	51.99999999999999	0	0	0	44.0	0	0	0	0	0	0	0	0	46.99999999999999	0	14.0	0	0	43.0	0	0	0	0	0	0	0	0	0	0	0	0	15.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.000000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.999999999999998	0	0	0	0	7.999999999999999	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.000000000000001	0	0	0	0	0	21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-10J	23135.999999999996	2029.0	25165.000000000004	33886.0	0	805.0000000000002	110.00000000000001	7634.0	208.00000000000003	4642.000000000001	25.0	0	1469.0000000000002	5545.0	0	1312.0000000000005	0	0	0	0	0	0	0	91.0	0	5.999999999999999	0	0	45.0	0	66.0	0	0	83.99999999999999	4.0	43.00000000000001	0	0	0	0	0	0	0	0	0	374.0	0	0	0	254.00000000000006	0	0	0	0	0	107.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.999999999999999	0	0	63.0	0	0	0	56.0	0	0	0	0	0	0	0	0	110.00000000000001	0	4.999999999999999	0	0	19.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	9.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.999999999999999	0	0	0	0	4.0	0	2.9999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.999999999999996	0	0	0	0	0	4.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-10K	59341.00000000001	6649.000000000001	65989.99999999999	88673.99999999997	0	3050.0	179.99999999999991	31156.00000000001	346.0	2527.999999999999	132.00000000000003	0	1830.0000000000005	2361.0	0	1827.0000000000005	0	0	0	0	0	0	0	13338.999999999996	0	16.0	0	0	90.99999999999996	0	43.00000000000001	0	0	151.0	10.0	137.99999999999997	0	0	0	0	0	0	0	0	0	267.0	0	0	0	166.00000000000003	0	0	0	0	0	110.0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.00000000000001	0	0	259.99999999999994	0	0	0	162.0	0	0	0	0	0	0	0	0	137.99999999999997	0	24.00000000000001	0	0	67.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	455.9999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.99999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0	0	0	0	0	22.999999999999996	0	94.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.999999999999996	0	0	0	0	0	14.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-10P	23446	947	24393	24829	0	632	64	7200	735	3223	9	0	1903	3291	0	4347	0	0	0	0	0	0	0	1066	0	5	0	0	109	0	12	0	0	352	0	83	0	0	0	0	0	0	0	0	0	63	0	0	0	49	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	24	0	0	0	31	0	0	0	0	0	0	0	0	11	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-11	207836.99999999997	17019.000000000015	224856.00000000003	567767.0	42524.00000000004	37883.0	661.9999999999997	69916.0	1316.0000000000002	8231.999999999995	170.00000000000006	0	0	11309.999999999996	0	8789.000000000002	0	0	0	0	0	0	0	0	0	65.00000000000001	0	10064.000000000004	424.0	182.99999999999997	112.00000000000001	0	0	0	95.0	0	0	0	359.9999999999998	0	0	0	0	0	0	0	3147.0000000000023	0	0	1307.9999999999998	0	0	2377.0000000000005	0	0	0	0	0	0	0	0	0	0	0	0	1381.0000000000005	0	0	0	0	0	0	0	0	0	1046.0000000000005	0	1019.0000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	735.9999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.0	0	0	0	0	0	0	0	0	0	508.00000000000006	0	0	0	0	0	0	0	0	0	0	0	426.0000000000001	0	0	390.00000000000017	0	0	0	0	0	0	0	0	0	0	0	0	333.99999999999994	0	0	0	0	0	320.0000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.9999999999999	0	0	0	0	0	0	0	0	247.99999999999997	244.00000000000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.00000000000003	0	0	0	0	0	0	197.00000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.99999999999986	0	0	0	0	0	0	0	0	0	0	152.00000000000009	0	0	0	0	0	0	0	0	0	0	0	0	137.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.99999999999996	0	0	0	0	100.00000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.00000000000004	0	0	0	76.99999999999997	0	0	0	0	0	0	0	0	0	0	0	0	60.99999999999994	0	0	0	0	0	0	0	0	0	51.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0	0	0	0	0	25.999999999999986	0	0	0	0	0	0
EC-11A	58651.99999999998	4024.0000000000023	62676.0	78850.0	12050.000000000007	14631.999999999993	84.99999999999994	20265.99999999998	495.0000000000001	1197.9999999999995	75.99999999999997	0	0	2085.9999999999986	0	1288.0000000000005	0	0	0	0	0	0	0	0	0	15.999999999999995	0	1303.9999999999995	42.000000000000014	49.00000000000002	17.99999999999999	0	0	0	55.00000000000001	0	0	0	74.99999999999999	0	0	0	0	0	0	0	2565.0000000000005	0	0	207.99999999999997	0	0	169.0	0	0	0	0	0	0	0	0	0	0	0	0	351.0	0	0	0	0	0	0	0	0	0	218.99999999999997	0	46.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	209.00000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.00000000000001	0	0	0	0	0	0	0	0	0	151.99999999999994	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	129.99999999999997	0	0	0	0	0	0	0	0	0	0	0	0	116.00000000000001	0	0	0	0	0	58.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.99999999999996	0	0	0	0	0	0	0	0	17.99999999999999	33.99999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.00000000000001	0	0	0	0	0	0	35.99999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.00000000000001	0	0	0	0	0	0	0	0	0	0	70.00000000000003	0	0	0	0	0	0	0	0	0	0	0	0	39.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.999999999999996	0	0	0	0	16.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	11.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	25.999999999999996	0	0	0	0	0	0	0	0	0	14.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	7.999999999999997	0	0	0	0	0	0	0	0	5.999999999999999	0	0	0	0	0	0
EC-11B	81241.99999999997	6129.0	87370.99999999999	114674.00000000001	18696.000000000004	11169.999999999996	396.0	22848.999999999993	526.0	3993.0	51.00000000000001	0	0	4925.999999999999	0	4609.999999999998	0	0	0	0	0	0	0	0	0	29.000000000000007	0	6758.0	264.99999999999994	89.99999999999999	61.99999999999998	0	0	0	25.999999999999993	0	0	0	230.00000000000006	0	0	0	0	0	0	0	228.00000000000003	0	0	764.0000000000002	0	0	1695.9999999999995	0	0	0	0	0	0	0	0	0	0	0	0	397.99999999999994	0	0	0	0	0	0	0	0	0	363.99999999999994	0	858.0000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	272.99999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.99999999999997	0	0	0	0	0	0	0	0	0	196.0	0	0	0	0	0	0	0	0	0	0	0	181.00000000000006	0	0	159.0	0	0	0	0	0	0	0	0	0	0	0	0	131.99999999999997	0	0	0	0	0	119.99999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.0	0	0	0	0	0	0	0	0	160.99999999999994	151.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.00000000000003	0	0	0	0	0	0	108.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.99999999999998	0	0	0	0	0	0	0	0	0	0	44.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.000000000000014	0	0	0	0	33.999999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.999999999999993	0	0	0	38.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	20.000000000000007	0	0	0	0	0	0	0	0	0	20.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	18.000000000000004	0	0	0	0	0	0	0	0	10.000000000000004	0	0	0	0	0	0
EC-11C	50933.99999999999	6246.000000000002	57179.99999999998	74509.99999999999	8307.000000000002	6087.000000000005	92.0	22492.0	190.00000000000006	2472.000000000001	39.0	0	0	3693.9999999999986	0	2155.0	0	0	0	0	0	0	0	0	0	18.999999999999996	0	1689.9999999999995	91.00000000000001	36.00000000000002	29.999999999999996	0	0	0	7.000000000000001	0	0	0	49.0	0	0	0	0	0	0	0	118.99999999999999	0	0	305.99999999999994	0	0	439.0	0	0	0	0	0	0	0	0	0	0	0	0	601.0	0	0	0	0	0	0	0	0	0	401.0	0	69.0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.99999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.9999999999999	0	0	0	0	0	0	0	0	0	120.99999999999996	0	0	0	0	0	0	0	0	0	0	0	137.00000000000006	0	0	80.0	0	0	0	0	0	0	0	0	0	0	0	0	58.00000000000002	0	0	0	0	0	131.99999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.0	0	0	0	0	0	0	0	0	58.99999999999997	36.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.00000000000002	0	0	0	0	0	0	42.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.99999999999997	0	0	0	0	0	0	0	0	0	0	24.000000000000007	0	0	0	0	0	0	0	0	0	0	0	0	32.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.99999999999999	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	21.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	12.000000000000004	0	0	0	0	0	0	0	0	0	14.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	12.000000000000004	0	0	0	0	0	0	0	0	8.000000000000004	0	0	0	0	0	0
EC-11D	5061	198	5259	287024	700	4183	21	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
EC-11P	11948	422	12370	12709	2771	1811	68	4308	95	569	4	0	0	602	0	736	0	0	0	0	0	0	0	0	0	1	0	308	26	7	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	233	0	0	27	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	58	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-12	298011.9999999998	16837.999999999993	314850.0000000001	409808.0000000003	33423.99999999999	28361.999999999985	348.00000000000017	79460.00000000007	832.9999999999998	1203.0000000000002	118.00000000000011	67692.0	0	0	0	4960.0	0	0	34427.99999999999	31053.999999999985	0	0	0	0	0	224.00000000000006	0	0	8112.999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302.9999999999989	0	0	0	0	0	0	0	0	0	331.0	0	1003.0000000000003	0	0	0	0	0	804.0	0	785.0	0	0	0	0	0	0	0	0	0	0	671.9999999999998	0	0	0	0	0	0	620.0000000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331.0000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.99999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.00000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.0	161.99999999999994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.99999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.00000000000003	0	0	0	0	0	105.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	95.00000000000003	0	88.00000000000006	0	0	0	0	0	0	0	0	0	0	0	0	75.99999999999997	0	0	0	0	0	70.99999999999997	0	67.0	0	0	0	0	0	0	0	0	0	0	0	0	52.000000000000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.000000000000004	23.00000000000001	21.999999999999996	0	0	0
EC-12A	84018.99999999997	5145.0	89164.0	117502.00000000001	10879.000000000002	15393.999999999993	89.00000000000001	17312.0	220.0	144.99999999999997	33.0	20622.0	0	0	0	264.0	0	0	12064.000000000002	2842.0	0	0	0	0	0	67.0	0	0	1613.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.00000000000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.9999999999998	0	0	0	0	0	0	0	0	0	105.0	0	354.0000000000001	0	0	0	0	0	223.99999999999986	0	305.0	0	0	0	0	0	0	0	0	0	0	39.99999999999999	0	0	0	0	0	0	257.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.999999999999964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0	75.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.00000000000001	0	0	0	0	0	34.0	0	0	0	0	0	0	0	0	0	0	0	0	11.000000000000002	0	35.0	0	0	0	0	0	0	0	0	0	0	0	0	23.0	0	0	0	0	0	15.999999999999993	0	26.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	19.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.000000000000001	7.9999999999999964	6.000000000000001	0	0	0
